Year,Country,Origin,Refugees,Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population,Indicator,2016,2017
2010,Tajikistan,Iran (Islamic Rep. of),,2,,,,,,2,Iran (Islamic Rep. of),,[nan]
2010,Tajikistan,Iraq,4,,,,,,,4,Iraq,,[nan]
2010,Tajikistan,Kyrgyzstan,,47,,,,,,47,Kyrgyzstan,,[]
2010,Tajikistan,Sri Lanka,1,,,,,,,1,Sri Lanka,,[]
2010,Tajikistan,Tajikistan,,,,,,2300,,2300,Tajikistan,,[]
2010,Turkmenistan,Afghanistan,30,,,,,,,30,Afghanistan,,['14']
2010,Turkmenistan,Armenia,4,,,,,,,4,Armenia,,[]
2010,Turkmenistan,Azerbaijan,24,,,,,,,24,Azerbaijan,,['8']
2010,Turkmenistan,Russian Federation,4,,,,,,,4,Russian Federation,,[nan]
2010,Turkmenistan,Turkmenistan,,,,,,20000,,20000,Turkmenistan,,[nan]
2010,Timor-Leste,C̫te d'Ivoire,1,,,,,,,1,C̫te d'Ivoire,,[]
2010,Timor-Leste,Dem. Rep. of the Congo,,1,,,,,,1,Dem. Rep. of the Congo,,[]
2010,Timor-Leste,Ethiopia,,1,,,,,,1,Ethiopia,,[]
2010,Timor-Leste,Indonesia,,1,,,,,,1,Indonesia,,[nan]
2010,Timor-Leste,Sri Lanka,,1,,,,,,1,Sri Lanka,,[]
2010,Tonga,Dem. Rep. of the Congo,,1,,,,,,1,Dem. Rep. of the Congo,,[]
2010,Tonga,Philippines,,1,,,,,,1,Philippines,,[]
2010,Tonga,Stateless,,1,,,,,,1,Stateless,,[]
2010,Trinidad and Tobago,Benin,,2,,,,,,2,Benin,,[]
2010,Trinidad and Tobago,Burkina Faso,,1,,,,,,1,Burkina Faso,,[]
2010,Trinidad and Tobago,Bangladesh,1,4,,,,,,5,Bangladesh,,['10']
2010,Trinidad and Tobago,C̫te d'Ivoire,2,7,,,,,,9,C̫te d'Ivoire,,[nan]
2010,Trinidad and Tobago,Cameroon,1,2,,,,,,3,Cameroon,,[]
2010,Trinidad and Tobago,Colombia,5,1,,,,,,6,Colombia,,['14']
2010,Trinidad and Tobago,Cuba,1,4,,,,,,5,Cuba,,['108']
2010,Trinidad and Tobago,Ethiopia,,7,,,,,,7,Ethiopia,,[]
2010,Trinidad and Tobago,Guinea,,5,,,,,,5,Guinea,,[]
2010,Trinidad and Tobago,Gambia,2,3,,,,,,5,Gambia,,[nan]
2010,Trinidad and Tobago,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[]
2010,Trinidad and Tobago,Haiti,5,,,,,,,5,Haiti,,[nan]
2010,Trinidad and Tobago,Iran (Islamic Rep. of),4,,,,,,,4,Iran (Islamic Rep. of),,[]
2010,Trinidad and Tobago,Kenya,1,,,,,,,1,Kenya,,[]
2010,Trinidad and Tobago,Liberia,3,9,,,,,,12,Liberia,,[nan]
2010,Trinidad and Tobago,Sri Lanka,,1,,,,,,1,Sri Lanka,,[nan]
2010,Trinidad and Tobago,Mali,,1,,,,,,1,Mali,,[]
2010,Trinidad and Tobago,Malawi,,1,,,,,,1,Malawi,,[]
2010,Trinidad and Tobago,Niger,,2,,,,,,2,Niger,,[]
2010,Trinidad and Tobago,Nigeria,,21,,,,,,21,Nigeria,,[nan]
2010,Trinidad and Tobago,Sudan,,3,,,,,,3,Sudan,,[nan]
2010,Trinidad and Tobago,Senegal,2,10,,,,,,12,Senegal,,[]
2010,Trinidad and Tobago,Sierra Leone,,7,,,,,,7,Sierra Leone,,[]
2010,Trinidad and Tobago,Somalia,2,2,,,,,,4,Somalia,,[]
2010,Trinidad and Tobago,Togo,,4,,,,,,4,Togo,,[]
2010,Trinidad and Tobago,Yemen,,1,,,,,,1,Yemen,,[]
2010,Trinidad and Tobago,Zimbabwe,,3,,,,,,3,Zimbabwe,,[]
2010,Tunisia,Burundi,4,,,,,,,4,Burundi,,[nan]
2010,Tunisia,Bulgaria,1,,,,,,,1,Bulgaria,,[]
2010,Tunisia,Central African Rep.,3,1,,,,,,4,Central African Rep.,,[nan]
2010,Tunisia,C̫te d'Ivoire,15,14,,,,,,29,C̫te d'Ivoire,,[nan]
2010,Tunisia,Dem. Rep. of the Congo,,4,,,,,,4,Dem. Rep. of the Congo,,[nan]
2010,Tunisia,Algeria,21,,3,,,,,24,Algeria,,['7']
2010,Tunisia,Guinea,1,4,,,,,,5,Guinea,,[]
2010,Tunisia,Iran (Islamic Rep. of),6,,,,,,,6,Iran (Islamic Rep. of),,['6']
2010,Tunisia,Iraq,6,,,,,,,6,Iraq,,['15']
2010,Tunisia,Oman,1,,,,,,,1,Oman,,[nan]
2010,Tunisia,Poland,1,,,,,,,1,Poland,,[]
2010,Tunisia,Palestinian,16,,,,,,,16,Palestinian,,['29']
2010,Tunisia,Russian Federation,2,,,,,,,2,Russian Federation,,[]
2010,Tunisia,Rwanda,7,,,,,,,7,Rwanda,,['6']
2010,Tunisia,Syrian Arab Rep.,5,,,,,,,5,Syrian Arab Rep.,,['603']
2010,Turkey,Afghanistan,1491,1956,,,,,,3447,Afghanistan,,['5603']
2010,Turkey,Angola,1,1,,,,,,2,Angola,,[nan]
2010,Turkey,Azerbaijan,,1,,,,,,1,Azerbaijan,,[nan]
2010,Turkey,Burkina Faso,,1,,,,,,1,Burkina Faso,,[nan]
2010,Turkey,Bangladesh,,14,,,,,,14,Bangladesh,,[nan]
2010,Turkey,China,5,46,,,,,,51,China,,['13']
2010,Turkey,C̫te d'Ivoire,3,7,,,,,,10,C̫te d'Ivoire,,['15']
2010,Turkey,Cameroon,,9,,,,,,9,Cameroon,,['11']
2010,Turkey,Dem. Rep. of the Congo,12,60,,,,,,72,Dem. Rep. of the Congo,,['51']
2010,Turkey,Congo,,2,,,,,,2,Congo,,['6']
2010,Turkey,Cuba,1,,,,,,,1,Cuba,,[nan]
2010,Turkey,Algeria,1,8,,,,,,9,Algeria,,[nan]
2010,Turkey,Egypt,6,4,,,,,,10,Egypt,,['51']
2010,Turkey,Eritrea,50,37,,,,,,87,Eritrea,,['75']
2010,Turkey,Western Sahara,,1,,,,,,1,Western Sahara,,[]
2010,Turkey,Ethiopia,21,38,,,,,,59,Ethiopia,,['95']
2010,Turkey,Ghana,,1,,,,,,1,Ghana,,[nan]
2010,Turkey,Guinea,1,26,,,,,,27,Guinea,,['12']
2010,Turkey,Gambia,,1,,,,,,1,Gambia,,[nan]
2010,Turkey,Guatemala,,1,,,,,,1,Guatemala,,[nan]
2010,Turkey,India,,3,,,,,,3,India,,[nan]
2010,Turkey,Iran (Islamic Rep. of),1911,2706,,,,,,4617,Iran (Islamic Rep. of),,['8308']
2010,Turkey,Iraq,5277,600,,,,,,5877,Iraq,,['37319']
2010,Turkey,Israel,,2,,,,,,2,Israel,,[nan]
2010,Turkey,Jordan,4,7,,,,,,11,Jordan,,['35']
2010,Turkey,Kazakhstan,,5,,,,,,5,Kazakhstan,,[nan]
2010,Turkey,Kyrgyzstan,,245,,,,,,245,Kyrgyzstan,,['190']
2010,Turkey,Kuwait,,3,,,,,,3,Kuwait,,[nan]
2010,Turkey,Lebanon,1,4,,,,,,5,Lebanon,,['13']
2010,Turkey,Liberia,4,1,,,,,,5,Liberia,,[nan]
2010,Turkey,Libya,,3,,,,,,3,Libya,,['23']
2010,Turkey,Sri Lanka,30,14,,,,,,44,Sri Lanka,,['15']
2010,Turkey,Morocco,6,19,,,,,,25,Morocco,,['31']
2010,Turkey,Myanmar,,15,,,,,,15,Myanmar,,[nan]
2010,Turkey,Mongolia,,1,,,,,,1,Mongolia,,[nan]
2010,Turkey,Mauritania,,1,,,,,,1,Mauritania,,['8']
2010,Turkey,Nigeria,4,13,,,,,,17,Nigeria,,['11']
2010,Turkey,Nepal,,2,,,,,,2,Nepal,,[nan]
2010,Turkey,Pakistan,,46,,,,,,46,Pakistan,,['56']
2010,Turkey,Philippines,1,4,,,,,,5,Philippines,,[nan]
2010,Turkey,Palestinian,64,78,,,,,,142,Palestinian,,['1147']
2010,Turkey,Russian Federation,5,5,,,,,306,316,Russian Federation,,['5']
2010,Turkey,Rwanda,1,8,,,,,,9,Rwanda,,[nan]
2010,Turkey,Saudi Arabia,1,,,,,,,1,Saudi Arabia,,[nan]
2010,Turkey,Sudan,130,76,,,,,,206,Sudan,,['274']
2010,Turkey,Senegal,,5,,,,,,5,Senegal,,[nan]
2010,Turkey,Sierra Leone,,11,,,,,,11,Sierra Leone,,['5']
2010,Turkey,Somalia,932,335,,,,,,1267,Somalia,,['2219']
2010,Turkey,Syrian Arab Rep.,9,65,,,,,,74,Syrian Arab Rep.,,['3424237']
2010,Turkey,Togo,1,2,,,,,,3,Togo,,[nan]
2010,Turkey,Tajikistan,1,47,,,,,,48,Tajikistan,,['8']
2010,Turkey,Turkmenistan,2,8,,,,,,10,Turkmenistan,,['6']
2010,Turkey,Tunisia,3,3,,,,,,6,Tunisia,,['14']
2010,Turkey,Turkey,,,,,,780,,780,Turkey,,[]
2010,Turkey,United Rep. of Tanzania,,4,,,,,,4,United Rep. of Tanzania,,[nan]
2010,Turkey,Uganda,,1,,,,,,1,Uganda,,['24']
2010,Turkey,Uzbekistan,45,138,,,,,,183,Uzbekistan,,['51']
2010,Turkey,Stateless,6,21,,,,,,27,Stateless,,['206']
2010,Turkey,Yemen,2,,,,,,,2,Yemen,,['161']
2010,United Rep. of Tanzania,Burundi,47350,16,1012,,,,,48378,Burundi,,['251227']
2010,United Rep. of Tanzania,Dem. Rep. of the Congo,60186,1197,,,,,,61383,Dem. Rep. of the Congo,,['56906']
2010,United Rep. of Tanzania,Ethiopia,,2,,,,,,2,Ethiopia,,[]
2010,United Rep. of Tanzania,Rwanda,,22,1,,,,,23,Rwanda,,[]
2010,United Rep. of Tanzania,Sudan,,4,,,,,,4,Sudan,,[]
2010,United Rep. of Tanzania,Somalia,1488,,,,,,,1488,Somalia,,['150']
2010,United Rep. of Tanzania,United Rep. of Tanzania,,,,,,,162256,162256,United Rep. of Tanzania,,[nan]
2010,United Rep. of Tanzania,Uganda,,6,,,,,,6,Uganda,,[]
2010,United Rep. of Tanzania,Various/Unknown,262,,,,,,,262,Various/Unknown,,['245']
2010,Uganda,Burundi,4950,1653,8,,,,,6611,Burundi,,['38245']
2010,Uganda,Bangladesh,,7,,,,,,7,Bangladesh,,[]
2010,Uganda,Central African Rep.,9,1,,,,,,10,Central African Rep.,,['21']
2010,Uganda,Canada,1,,,,,,,1,Canada,,[]
2010,Uganda,C̫te d'Ivoire,,1,,,,,,1,C̫te d'Ivoire,,[]
2010,Uganda,Cameroon,2,,,,,,,2,Cameroon,,[]
2010,Uganda,Dem. Rep. of the Congo,81804,5281,6177,,,,,93262,Dem. Rep. of the Congo,,['226192']
2010,Uganda,Congo,3,1,,,,,,4,Congo,,[]
2010,Uganda,Eritrea,3490,2433,,,,,,5923,Eritrea,,['4566']
2010,Uganda,Ethiopia,982,913,,,,,,1895,Ethiopia,,['1944']
2010,Uganda,Guinea,,4,,,,,,4,Guinea,,[nan]
2010,Uganda,Greece,1,,,,,,,1,Greece,,[]
2010,Uganda,Iran (Islamic Rep. of),2,,,,,,,2,Iran (Islamic Rep. of),,[nan]
2010,Uganda,Iraq,,2,,,,,,2,Iraq,,[nan]
2010,Uganda,Kenya,1397,251,324,,,,,1972,Kenya,,['193']
2010,Uganda,Kuwait,,1,,,,,,1,Kuwait,,[]
2010,Uganda,Liberia,3,3,,,,,,6,Liberia,,[]
2010,Uganda,Malawi,1,,,,,,,1,Malawi,,[nan]
2010,Uganda,Pakistan,24,31,,,,,,55,Pakistan,,['224']
2010,Uganda,Palestinian,,1,,,,,,1,Palestinian,,[nan]
2010,Uganda,Rwanda,12590,3430,3,,,,,16023,Rwanda,,['14282']
2010,Uganda,Sudan,19382,507,2674,,,,,22563,Sudan,,['2355']
2010,Uganda,Sierra Leone,1,4,,,,,,5,Sierra Leone,,[]
2010,Uganda,Somalia,11151,6260,,,,,,17411,Somalia,,['25011']
2010,Uganda,Chad,5,8,,,,,,13,Chad,,['5']
2010,Uganda,United Rep. of Tanzania,3,9,,,,,,12,United Rep. of Tanzania,,[nan]
2010,Uganda,Uganda,,,,125598.0,302991.0,,,428589,Uganda,,[nan]
2010,Uganda,United States of America,,3,,,,,,3,United States of America,,[]
2010,Ukraine,Afghanistan,1339,1162,,,,,,2501,Afghanistan,,['1410']
2010,Ukraine,Angola,31,16,,,,,,47,Angola,,['26']
2010,Ukraine,Armenia,198,21,,,,,,219,Armenia,,['192']
2010,Ukraine,Azerbaijan,175,19,,,,,,194,Azerbaijan,,['149']
2010,Ukraine,Burundi,7,5,,,,,,12,Burundi,,['6']
2010,Ukraine,Burkina Faso,1,2,,,,,,3,Burkina Faso,,[nan]
2010,Ukraine,Bangladesh,8,91,,,,,,99,Bangladesh,,[nan]
2010,Ukraine,Bosnia and Herzegovina,1,,,,,,,1,Bosnia and Herzegovina,,[nan]
2010,Ukraine,Belarus,21,7,,,,,,28,Belarus,,['26']
2010,Ukraine,China,3,3,,,,,,6,China,,[nan]
2010,Ukraine,C̫te d'Ivoire,3,11,,,,,,14,C̫te d'Ivoire,,[nan]
2010,Ukraine,Cameroon,1,51,,,,,,52,Cameroon,,[nan]
2010,Ukraine,Dem. Rep. of the Congo,64,66,,,,,,130,Dem. Rep. of the Congo,,['68']
2010,Ukraine,Congo,30,23,,,,,,53,Congo,,['20']
2010,Ukraine,Cuba,2,6,,,,,,8,Cuba,,[nan]
2010,Ukraine,Germany,,1,,,,,,1,Germany,,[]
2010,Ukraine,Algeria,1,6,,,,,,7,Algeria,,[nan]
2010,Ukraine,Egypt,2,,,,,,,2,Egypt,,[nan]
2010,Ukraine,Eritrea,,5,,,,,,5,Eritrea,,['16']
2010,Ukraine,Western Sahara,,1,,,,,,1,Western Sahara,,[nan]
2010,Ukraine,Estonia,,1,,,,,,1,Estonia,,[]
2010,Ukraine,Ethiopia,22,9,,,,,,31,Ethiopia,,['20']
2010,Ukraine,United Kingdom,,1,,,,,,1,United Kingdom,,[]
2010,Ukraine,Georgia,571,39,,,,,,610,Georgia,,['48']
2010,Ukraine,Ghana,,3,,,,,,3,Ghana,,[nan]
2010,Ukraine,Guinea,4,64,,,,,,68,Guinea,,['7']
2010,Ukraine,Guinea-Bissau,1,4,,,,,,5,Guinea-Bissau,,[nan]
2010,Ukraine,Croatia,,1,,,,,,1,Croatia,,[nan]
2010,Ukraine,India,1,29,,,,,,30,India,,[nan]
2010,Ukraine,Iran (Islamic Rep. of),51,54,,,,,,105,Iran (Islamic Rep. of),,['58']
2010,Ukraine,Iraq,68,138,,,,,,206,Iraq,,['91']
2010,Ukraine,Jordan,3,10,,,,,,13,Jordan,,[nan]
2010,Ukraine,Kazakhstan,11,3,,,,,,14,Kazakhstan,,['11']
2010,Ukraine,Kenya,,2,,,,,,2,Kenya,,[nan]
2010,Ukraine,Kyrgyzstan,,198,,,,,,198,Kyrgyzstan,,['12']
2010,Ukraine,Cambodia,,2,,,,,,2,Cambodia,,[nan]
2010,Ukraine,Lebanon,4,18,,,,,,22,Lebanon,,['9']
2010,Ukraine,Liberia,4,10,,,,,,14,Liberia,,[nan]
2010,Ukraine,Libya,1,1,,,,,,2,Libya,,[nan]
2010,Ukraine,Sri Lanka,7,44,,,,,,51,Sri Lanka,,['8']
2010,Ukraine,Lithuania,,3,,,,,,3,Lithuania,,[]
2010,Ukraine,Rep. of Moldova,,3,,,,,,3,Rep. of Moldova,,[nan]
2010,Ukraine,Madagascar,2,,,,,,,2,Madagascar,,[nan]
2010,Ukraine,Mali,2,1,,,,,,3,Mali,,[nan]
2010,Ukraine,Myanmar,,4,,,,,,4,Myanmar,,[nan]
2010,Ukraine,Mongolia,,1,,,,,,1,Mongolia,,[nan]
2010,Ukraine,Mozambique,1,2,,,,,,3,Mozambique,,[nan]
2010,Ukraine,Mauritania,,1,,,,,,1,Mauritania,,[nan]
2010,Ukraine,Nigeria,3,46,,,,,,49,Nigeria,,['5']
2010,Ukraine,Nepal,,8,,,,,,8,Nepal,,[nan]
2010,Ukraine,Pakistan,,127,,,,,,127,Pakistan,,['9']
2010,Ukraine,Palestinian,22,90,,,,,,112,Palestinian,,['37']
2010,Ukraine,Romania,,1,,,,,,1,Romania,,[]
2010,Ukraine,Russian Federation,131,104,4,,,,,239,Russian Federation,,['150']
2010,Ukraine,Rwanda,6,1,,,,,,7,Rwanda,,[nan]
2010,Ukraine,Saudi Arabia,1,5,,,,,,6,Saudi Arabia,,[nan]
2010,Ukraine,Sudan,56,28,,,,,,84,Sudan,,['60']
2010,Ukraine,Sierra Leone,5,6,,,,,,11,Sierra Leone,,['5']
2010,Ukraine,Somalia,28,175,,,,,,203,Somalia,,['132']
2010,Ukraine,Serbia and Kosovo (S/RES/1244 (1999)),4,3,,,,,,7,Serbia and Kosovo (S/RES/1244 (1999)),,[nan]
2010,Ukraine,Syrian Arab Rep.,42,96,,,,,,138,Syrian Arab Rep.,,['483']
2010,Ukraine,Chad,7,4,,,,,,11,Chad,,['7']
2010,Ukraine,Togo,,12,,,,,,12,Togo,,[nan]
2010,Ukraine,Tajikistan,12,,,,,,,12,Tajikistan,,['16']
2010,Ukraine,Turkmenistan,4,2,,,,,,6,Turkmenistan,,['5']
2010,Ukraine,Tonga,1,,,,,,,1,Tonga,,[nan]
2010,Ukraine,Tunisia,,6,,,,,,6,Tunisia,,[nan]
2010,Ukraine,Turkey,7,15,,,,,,22,Turkey,,['14']
2010,Ukraine,Uganda,1,7,,,,,,8,Uganda,,[nan]
2010,Ukraine,Ukraine,,,,,,40353,,40353,Ukraine,,[nan]
2010,Ukraine,Uzbekistan,34,67,,,,,,101,Uzbekistan,,['60']
2010,Ukraine,Venezuela (Bolivarian Republic of),,1,,,,,,1,Venezuela (Bolivarian Republic of),,[]
2010,Ukraine,Viet Nam,,15,,,,,,15,Viet Nam,,[nan]
2010,Ukraine,Stateless,18,17,,,,,,35,Stateless,,['51']
2010,Ukraine,Zimbabwe,,3,,,,,,3,Zimbabwe,,[nan]
2010,Uruguay,Argentina,,4,,,,,,4,Argentina,,[nan]
2010,Uruguay,Belarus,1,,,,,,,1,Belarus,,[nan]
2010,Uruguay,Bolivia (Plurinational State of),,1,,,,,,1,Bolivia (Plurinational State of),,[nan]
2010,Uruguay,Brazil,,1,,,,,,1,Brazil,,[nan]
2010,Uruguay,Central African Rep.,,1,,,,,,1,Central African Rep.,,[]
2010,Uruguay,Chile,1,,,,,,,1,Chile,,[nan]
2010,Uruguay,China,,6,,,,,,6,China,,[]
2010,Uruguay,C̫te d'Ivoire,2,,,,,,,2,C̫te d'Ivoire,,[nan]
2010,Uruguay,Cameroon,6,,,,,,,6,Cameroon,,['8']
2010,Uruguay,Congo,3,1,,,,,,4,Congo,,[nan]
2010,Uruguay,Colombia,82,17,,,,,,99,Colombia,,['141']
2010,Uruguay,Cuba,6,5,,,,,,11,Cuba,,['12']
2010,Uruguay,Ecuador,7,,,,,,,7,Ecuador,,['7']
2010,Uruguay,Georgia,1,,,,,,,1,Georgia,,[nan]
2010,Uruguay,Ghana,1,,,,,,,1,Ghana,,[nan]
2010,Uruguay,Iraq,1,,,,,,,1,Iraq,,[nan]
2010,Uruguay,Liberia,1,,,,,,,1,Liberia,,[nan]
2010,Uruguay,Lithuania,1,,,,,,,1,Lithuania,,[nan]
2010,Uruguay,Latvia,5,,,,,,,5,Latvia,,['5']
2010,Uruguay,Nigeria,15,1,,,,,,16,Nigeria,,['13']
2010,Uruguay,Peru,8,1,,,,,,9,Peru,,['6']
2010,Uruguay,Russian Federation,11,,,,,,,11,Russian Federation,,['12']
2010,Uruguay,Sudan,1,,,,,,,1,Sudan,,[nan]
2010,Uruguay,Sierra Leone,1,,,,,,,1,Sierra Leone,,[nan]
2010,Uruguay,El Salvador,,1,,,,,,1,El Salvador,,['18']
2010,Uruguay,Somalia,3,,,,,,,3,Somalia,,[nan]
2010,Uruguay,Ukraine,12,,,,,,,12,Ukraine,,['11']
2010,Uruguay,Stateless,,1,,,,,,1,Stateless,,[]
2010,Uruguay,Various/Unknown,19,,,,,,,19,Various/Unknown,,[]
2010,Uruguay,Zimbabwe,1,,,,,,,1,Zimbabwe,,[nan]
2010,United States of America,Afghanistan,1364,46,,,,,,1410,Afghanistan,,['1564']
2010,United States of America,Angola,201,5,,,,,,206,Angola,,['157']
2010,United States of America,Albania,6005,18,,,,,,6023,Albania,,['1527']
2010,United States of America,Andorra,5,,,,,,,5,Andorra,,[nan]
2010,United States of America,United Arab Emirates,21,2,,,,,,23,United Arab Emirates,,['39']
2010,United States of America,Argentina,138,3,,,,,,141,Argentina,,['55']
2010,United States of America,Armenia,6637,27,,,,,,6664,Armenia,,['1663']
2010,United States of America,Antigua and Barbuda,1,,,,,,,1,Antigua and Barbuda,,[nan]
2010,United States of America,Austria,5,,,,,,,5,Austria,,[nan]
2010,United States of America,Azerbaijan,1236,6,,,,,,1242,Azerbaijan,,['298']
2010,United States of America,Burundi,474,14,,,,,,488,Burundi,,['747']
2010,United States of America,Belgium,33,,,,,,,33,Belgium,,['32']
2010,United States of America,Benin,61,1,,,,,,62,Benin,,['97']
2010,United States of America,Burkina Faso,343,30,,,,,,373,Burkina Faso,,['1163']
2010,United States of America,Bangladesh,1388,17,,,,,,1405,Bangladesh,,['1248']
2010,United States of America,Bulgaria,961,6,,,,,,967,Bulgaria,,['352']
2010,United States of America,Bahrain,17,,,,,,,17,Bahrain,,['45']
2010,United States of America,Bahamas,13,1,,,,,,14,Bahamas,,['179']
2010,United States of America,Bosnia and Herzegovina,273,3,89,,,,,365,Bosnia and Herzegovina,,['101']
2010,United States of America,Belarus,1734,32,,,,,,1766,Belarus,,['1537']
2010,United States of America,Belize,16,3,,,,,,19,Belize,,['43']
2010,United States of America,Bolivia (Plurinational State of),108,8,,,,,,116,Bolivia (Plurinational State of),,['113']
2010,United States of America,Brazil,629,31,,,,,,660,Brazil,,['593']
2010,United States of America,Barbados,1,,,,,,,1,Barbados,,[nan]
2010,United States of America,Bhutan,99,1,,,,,,100,Bhutan,,['43']
2010,United States of America,Botswana,4,,,,,,,4,Botswana,,[nan]
2010,United States of America,Central African Rep.,241,8,,,,,,249,Central African Rep.,,['210']
2010,United States of America,Canada,40,,,,,,,40,Canada,,['42']
2010,United States of America,Chile,82,4,,,,,,86,Chile,,['27']
2010,United States of America,China,54599,1553,,,,,,56152,China,,['74476']
2010,United States of America,C̫te d'Ivoire,1512,40,,,,,,1552,C̫te d'Ivoire,,['1263']
2010,United States of America,Cameroon,7300,68,,,,,,7368,Cameroon,,['3992']
2010,United States of America,Dem. Rep. of the Congo,1176,23,,,,,,1199,Dem. Rep. of the Congo,,['939']
2010,United States of America,Congo,2071,39,,,,,,2110,Congo,,['1331']
2010,United States of America,Colombia,25607,165,,,,,,25772,Colombia,,['4264']
2010,United States of America,Comoros,7,,,,,,,7,Comoros,,[nan]
2010,United States of America,Cabo Verde,,1,,,,,,1,Cabo Verde,,[nan]
2010,United States of America,Costa Rica,17,,,,,,,17,Costa Rica,,['170']
2010,United States of America,Cuba,859,10,,,,,,869,Cuba,,['431']
2010,United States of America,Cayman Islands,1,,,,,,,1,Cayman Islands,,['6']
2010,United States of America,Cyprus,2,,,,,,,2,Cyprus,,[nan]
2010,United States of America,Czech Rep.,44,1,,,,,,45,Czech Rep.,,['18']
2010,United States of America,Germany,65,1,,,,,,66,Germany,,['40']
2010,United States of America,Djibouti,36,18,,,,,,54,Djibouti,,['282']
2010,United States of America,Dominica,8,1,,,,,,9,Dominica,,['10']
2010,United States of America,Dominican Rep.,44,2,,,,,,46,Dominican Rep.,,['179']
2010,United States of America,Algeria,283,4,,,,,,287,Algeria,,['131']
2010,United States of America,Ecuador,148,60,,,,,,208,Ecuador,,['948']
2010,United States of America,Egypt,4408,97,,,,,,4505,Egypt,,['11926']
2010,United States of America,Eritrea,2816,52,,,,,,2868,Eritrea,,['5145']
2010,United States of America,Spain,10,,,,,,,10,Spain,,['11']
2010,United States of America,Estonia,111,1,,,,,,112,Estonia,,['266']
2010,United States of America,Ethiopia,11421,205,,,,,,11626,Ethiopia,,['9987']
2010,United States of America,Finland,6,,,,,,,6,Finland,,[nan]
2010,United States of America,Fiji,1157,1,,,,,,1158,Fiji,,['231']
2010,United States of America,France,38,2,,,,,,40,France,,['24']
2010,United States of America,Gabon,52,,,,,,,52,Gabon,,['40']
2010,United States of America,United Kingdom,68,3,,,,,,71,United Kingdom,,['39']
2010,United States of America,Georgia,928,10,,,,,,938,Georgia,,['382']
2010,United States of America,Ghana,193,3,,,,,,196,Ghana,,['399']
2010,United States of America,Gibraltar,2,,,,,,,2,Gibraltar,,[nan]
2010,United States of America,Guinea,3739,86,,,,,,3825,Guinea,,['2305']
2010,United States of America,Gambia,775,42,,,,,,817,Gambia,,['1503']
2010,United States of America,Guinea-Bissau,39,2,,,,,,41,Guinea-Bissau,,['24']
2010,United States of America,Equatorial Guinea,8,1,,,,,,9,Equatorial Guinea,,['9']
2010,United States of America,Greece,30,,,,,,,30,Greece,,['15']
2010,United States of America,Grenada,15,1,,,,,,16,Grenada,,['24']
2010,United States of America,Guatemala,4621,362,,,,,,4983,Guatemala,,['14971']
2010,United States of America,Guyana,137,1,,,,,,138,Guyana,,['75']
2010,United States of America,"China, Hong Kong SAR",11,,,,,,,11,"China, Hong Kong SAR",,[nan]
2010,United States of America,Honduras,636,100,,,,,,736,Honduras,,['10107']
2010,United States of America,Croatia,79,,,,,,,79,Croatia,,['34']
2010,United States of America,Haiti,18487,199,,,,,,18686,Haiti,,['17055']
2010,United States of America,Hungary,31,4,,,,,,35,Hungary,,['18']
2010,United States of America,Indonesia,5605,58,,,,,,5663,Indonesia,,['1834']
2010,United States of America,India,7842,90,,,,,,7932,India,,['4836']
2010,United States of America,Ireland,1,1,,,,,,2,Ireland,,[nan]
2010,United States of America,Iran (Islamic Rep. of),5173,76,,,,,,5249,Iran (Islamic Rep. of),,['5536']
2010,United States of America,Iraq,5429,122,,,,,,5551,Iraq,,['6130']
2010,United States of America,Iceland,3,,,,,,,3,Iceland,,[]
2010,United States of America,Israel,191,5,,,,,,196,Israel,,['138']
2010,United States of America,Italy,17,,,,,,,17,Italy,,['20']
2010,United States of America,Jamaica,210,27,,,,,,237,Jamaica,,['697']
2010,United States of America,Jordan,439,13,,,,,,452,Jordan,,['428']
2010,United States of America,Japan,11,,,,,,,11,Japan,,['6']
2010,United States of America,Kazakhstan,470,13,,,,,,483,Kazakhstan,,['707']
2010,United States of America,Kenya,2466,79,,,,,,2545,Kenya,,['2087']
2010,United States of America,Kyrgyzstan,344,44,,,,,,388,Kyrgyzstan,,['1270']
2010,United States of America,Cambodia,426,3,,,,,,429,Cambodia,,['139']
2010,United States of America,Saint Kitts and Nevis,3,1,,,,,,4,Saint Kitts and Nevis,,[nan]
2010,United States of America,Rep. of Korea,23,3,,,,,,26,Rep. of Korea,,['29']
2010,United States of America,Kuwait,71,1,,,,,,72,Kuwait,,['130']
2010,United States of America,Lao People's Dem. Rep.,284,4,,,,,,288,Lao People's Dem. Rep.,,['108']
2010,United States of America,Lebanon,613,13,,,,,,626,Lebanon,,['378']
2010,United States of America,Liberia,3905,25,,,,,,3930,Liberia,,['1179']
2010,United States of America,Libya,51,,,,,,,51,Libya,,['280']
2010,United States of America,Saint Lucia,6,1,,,,,,7,Saint Lucia,,['9']
2010,United States of America,Sri Lanka,1483,47,,,,,,1530,Sri Lanka,,['1270']
2010,United States of America,Lithuania,101,,,,,,,101,Lithuania,,['20']
2010,United States of America,Latvia,127,3,,,,,,130,Latvia,,['19']
