Country Name,Country Code,Series Name,Series Code,1960 ,1961 ,1962 ,1963 ,1964 ,1965 ,1966 ,1967 ,1968 ,1969 ,1970 ,1971 ,1972 ,1973 ,1974 ,1975 ,1976 ,1977 ,1978 ,1979 ,1980 ,1981 ,1982 ,1983 ,1984 ,1985 ,1986 ,1987 ,1988 ,1989 ,1990 ,1991 ,1992 ,1993 ,1994 ,1995 ,1996 ,1997 ,1998 ,1999 ,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 
Ethiopia,ETH,"Population, total",SP.POP.TOTL,22151278,22671190,23221389,23798429,24397024,25013626,25641376,26281208,26946079,27654161,28415077,29245207,30132580,31025115,31851708,32566821,33146891,33622390,34068316,34590226,35264898,36120288,37136848,38285883,39518801,40800343,42120730,43493283,44932064,46458913,48086516,49821083,51647768,53532956,55431123,57309880,59155148,60976450,62794151,64640054,66537331,68492257,70497192,72545144,74624405,76727083,78850689,81000409,83184892,85416253,87702670,90046756,92444183,94887724,97366774,99873033,102403196,104957438
Ethiopia,ETH,Land area (sq. km),AG.LND.TOTL.K2,..,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000
Ethiopia,ETH,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5166.71582,..,..,..,..,..,..,..,..,..,5166.71582,..,..,..,..,..,..,..,..,..,5166.71582,..,..,..,..,..,..,..
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7324903188.4058,7707678019.32367,8567890821.25604,8096302367.14976,9480840483.09179,9848600869.56522,10527338647.343,10908935748.7923,11476584879.2271,12175166763.285,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589211390.49612,7818224905.55071,7700833482.00615,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64464547915.2698,73000980433.9486,80561496133.9172
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202.791937550603,207.547986283695,223.78720692575,204.872166216525,232.371587736206,233.818380392866,242.045160107665,242.787327748671,247.026547505041,253.192948378398,270.244393472698,203.164502241593,164.958436330469,124.983045437426,133.728853871291,144.5003523721,140.861125737824,124.505623231545,119.134081818777,123.876205729993,120.17892791115,111.363435555958,118.873446581632,135.762385796471,161.626624773078,193.794905642516,243.302682246946,325.382554265056,379.756638540888,341.309909200504,354.846354368724,468.506724907536,502.153588732071,571.162275886001,645.465006707765,712.877949961138,767.563477815809
Ethiopia,ETH,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,18.8748877722083,18.7172820913443,17.7598052416566,17.0163559203795,16.4891746725909,16.0196019590495,15.0197532061225,15.7037406838659,17.2303008370052,18.0065741293226,18.8813555417941,19.6031714915601,20.3730445501283,21.3063144299342,19.8282646790494,19.8239679131867,20.2560013692229,19.2290298527128,18.6401261691164,22.5011102904606,21.8381443052934,21.627265673901,23.2567019090072,23.5607710852259,23.9749236955303,24.3934813585455,23.8288716381488,23.6964745331138,22.8960204767156,22.6489397358003,26.4409449961621,26.1003303507465,28.4788186511836,30.6200096335776,33.3650114132451,37.3110246379711,39.4072084253303,40.8607851531502,42.0645939596531,48.2653492761395,52.6060039297807,57.3859796024159,64.391891199751,69.7157738840151,..,..,..
Ethiopia,ETH,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.3730001449585,4.90000009536743,5.26300001144409,5.79699993133545,7.40399980545044,7.71700000762939,7.2350001335144,7.73899984359741,8.23499965667725,7.02699995040894,7.37599992752075,7.76999998092651,7.83400011062622,7.89599990844727,7.94500017166138,7.98899984359741,8.32100009918213,8.33500003814697,8.58199977874756,9.43200016021729,9.73200035095215,9.53699970245361,10.1190004348755,10.6009998321533,11.0389995574951,11.2419996261597,11.2849998474121
Ethiopia,ETH,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7317850048.30918,7698885748.79227,8554364251.20773,8076785458.9372,9447700386.47343,9817322463.76812,10480006666.6667,10844346376.8116,11396246714.9758,12108119661.8358,13390412125.6039,10429217520.0714,8734430671.62956,6848460204.38158,7603562639.92836,8504359178.89306,8492265911.60901,7751811217.66928,7648343127.98732,8182263337.46518,8180069454.11753,7797207615.85915,8557581131.63569,10067656708.6258,12365354408.4331,15242461910.6314,19721806402.0923,27086850118.9961,32395738209.0412,29825574928.2445,31883271774.1935,43214529006.0852,47541429851.2713,55459432981.0434,64202554818.8433,72758372763.8291,80063770300.2792
Ethiopia,ETH,"International migrant stock, total",SM.POP.TOTL,393260,..,..,..,..,383551,..,..,..,..,394582,..,..,..,..,392082,..,..,..,..,404192,..,..,..,..,583658,..,..,..,..,1155390,..,..,..,..,806904,..,..,..,..,611384,..,..,..,..,514242,..,..,..,..,567720,..,..,..,..,1072949,..,..
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,1.75491225386083E-05,0.0017034482886673,0.00496672048936104,0.00966351744980805,0.0125415989159042,0.0152637672082567,0.0371623810686744,0.0724022618698295,0.105811658802603,0.155334520794722,0.219659818999505,0.310592656856176,0.37,0.45,0.54,0.75,1.1,2.9,4.6,7.7,13.8551755555556,15.3669238595896,..
Ethiopia,ETH,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20132057,20804338,21530924,22290092,23073605,24073644,24998742,25932572,26883145,27867576,28995057,30063195,31206100,32406073,33643955,34917430,35973485,37077115,38242595,39483877,40797577,42212145,43678838,45196499,46668355,48171784,49661396,51450036
Euro area,EMU,"Population, total",SP.POP.TOTL,265396502,267825309,270324828,272876447,275382197,277856703,280147494,282114545,283966953,285855058,287416205,289032499,291040689,292961768,294689415,296244715,297573002,298738608,299908948,301099972,302363486,303498663,304314034,304920007,305432240,306018719,306797207,307668322,308725859,310080079,311539698,312708142,314162056,315449104,316366779,317181449,318003015,318761764,319433983,320258902,321310787,322547880,324125338,325885964,327682507,329380413,330922791,332645166,334274730,335360887,336151474,335429120,336180504,337325526,338466271,339533474,340617355,341465149
Euro area,EMU,Land area (sq. km),AG.LND.TOTL.K2,..,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645842,2645722,2645662,2645632,2645622,2645632,2645562,2645552,2645552,2645522,2645532,2645532,2645532,2645532,2645532,2645532,2645532,2645532,2645532,2645522,2645512,2645502,2645492,2645452,2645422,2645382,2677783,2677253,2677733,2678193,2677813,2677673,2677043,2677101,2676556,2676460,2677824,2677610,2677893,2678201,2678181,2678177,2678181,2678181
Euro area,EMU,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,390687.3583709,..,..,..,..,..,..,..,..,..,390687.3583709,..,..,..,..,..,..,..,..,..,390687.3583709,..,..,..,..,..,..,..
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,245481170883.186,270209616177.8,299861478246.08,336397359782.27,374149876145.183,408271451256.525,445206447913.137,483621899479.557,518457064985.568,572746095861.852,641007721011.56,726493034519.77,877638449890.682,1139338665733.79,1292029309978,1498226185899.87,1563537252032.99,1778408642446.15,2177729018551.28,2638074030080.03,2954709023023.64,2567963322163.51,2486193594710.49,2425389980415.87,2326467520530.15,2390171591864.07,3354402989830.14,4148857830557.19,4562994436730.71,4661028587623.06,5865987770333.13,6098676689338.33,6728127233434.23,6161852575349.7,6508354899681.88,7511904164486.47,7603702791726.49,6952136357842.55,7143924782776.19,7111965486004.21,6481136050752.89,6587879913280.53,7167962845268.71,8843928999674.85,10144490451439.9,10529067120156.2,11179595208136.5,12873605034032.8,14113093728352.1,12904996240637.7,12641025241011.9,13622020017559.8,12641932413656.3,13193288711206.9,13478925371853.1,11667283153635.4,11934738646774.8,12589497164004.3
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,924.960084376643,1008.90247149047,1109.26354957703,1232.78268784506,1358.65673315542,1469.35973416673,1589.18590188473,1714.27495693126,1825.76549668288,2003.62414388992,2230.2421013859,2513.53407327309,3015.51804631236,3889.0353287798,4384.37637801818,5057.39380329491,5254.29807652035,5953.05927932205,7261.30058163947,8761.45558087275,9772.04311972922,8461.20143258593,8169.82891663319,7954.18445735465,7616.96774554694,7810.5404782904,10933.6164518282,13484.8391397188,14780.084996802,15031.6931118399,18829.0218164528,19502.775496451,21416.1039022301,19533.5871847958,20572.1818209044,23683.3023752485,23910.7883669798,21809.8189400237,22364.3230306407,22206.9252145385,20170.9258231436,20424.5022887161,22114.787105193,27138.1095740437,30958.2911346559,31966.2818570703,33783.0923471707,38700.7128010776,42220.0437596707,38480.9223164945,37605.1459498044,40610.7257997153,37604.5971233843,39111.4448635201,39823.5408569059,34362.6889454659,35038.5512410981,36869.054428756
Euro area,EMU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1214.93366000623,1295.05945553717,1392.42201129093,1497.94998826953,1621.45255597326,1725.91003707689,1840.99932702857,1934.1247760417,2085.69002640483,2271.90030571931,2675.35533808036,2822.64937404324,3031.23447123651,3261.98468615278,3376.78766197275,3330.58092904088,3622.30853344677,3713.87792564773,3912.5753674785,4110.18860355254,4200.4428928489,4242.30188560477,4251.72467237709,4353.34003673987,4555.39450661324,4736.50860637437,4847.31617273252,5000.94038480664,5138.36432195004,5279.03731630895,5299.1994618933,5401.4359498193,5414.9601058124,5357.57743030394,5442.35714458502,5563.79953986527,5700.48683343458,5796.33195906144,5929.48183600115,6061.78310072393,6236.13361601831,6377.48727413741,6480.53932765972,6619.36455784269,6741.62322616752,6784.97843768263,6856.02823892538,6861.33223412001,6853.87734813218,6496.23460710849,6773.18761362921,6643.7344497699,6636.7709413631,6536.51096656113,6352.75412716087,..,..,..
Euro area,EMU,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.6739465235425,81.8281051780812,81.8897238041755,81.644889545816,81.7482642224027,81.851882799334,81.9619599837162,82.2432484105674,82.6738697531264,83.0954719497036,83.1948379651074,83.4223196942641,83.3435885247482,83.130058943358,83.3445018140489,83.4281895779248,83.6509930512782,84.0086666638971,84.0415648673279,83.9096164384939,84.0547320864034,84.0753079920175,84.1315065311993,84.2343304687905,84.4307888121598,84.6715233434508,84.7286025732292
Euro area,EMU,GNI (current US$),NY.GNP.MKTP.CD,247187968874.846,271844589083.128,301911363501.549,338570855617.805,376560979637.987,411778269764.191,448700927141.869,487406200632.155,522432774697.363,576995745455.855,647483405544.008,733579686331.385,885959949542.472,1149931811916.98,1300710134852.4,1509951936208.45,1576306460538.44,1791892794729.96,2195326147245.4,2658684669243.29,2978617647899.34,2580476633490.42,2493925846659.02,2433022042707.89,2334890591551.91,2400324867250.98,3369654234812.12,4175163949123.98,4595591469495.42,4690667431370.11,5891729105889.12,6109219877834.12,6738782726179.36,6175841462661.67,6504940069539.59,7512671667427.19,7612200355500.05,6960288914356.89,7134990800235.17,7114744680637.13,6485769861910.35,6570320431908.96,7124465304927.47,8811734215761.72,10164895098880.6,10549383614057.3,11236261038467.6,12898513925665.9,14075290815482.8,12936803319722.4,12700326879156.5,13695344386643.6,12711635993668.6,13262055584531.4,13525918652216.3,11653150649404,11951466776281.4,12644383768285.5
Euro area,EMU,"International migrant stock, total",SM.POP.TOTL,6146651,..,..,..,..,7391692,..,..,..,..,8519702,..,..,..,..,9537875,..,..,..,..,10545351,..,..,..,..,11358050,..,..,..,..,20064759,..,..,..,..,22768012,..,..,..,..,26129209,..,..,..,..,33016886,..,..,..,..,39519428,..,..,..,..,40935248,..,..
Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0724591233353121,0.169042182264902,0.325553983843647,0.469132169657161,0.846515015560711,1.6996575727025,2.87835329236624,5.0929677236743,7.99567774969012,15.1824381799001,22.4474959418463,27.2998757785841,35.0566518977866,41.9773718832128,47.3403241695123,51.1173386411729,54.8010347405135,61.2582556640111,64.7327043684622,67.0430159206977,70.9660047820635,71.9737843049421,74.0982022220353,75.8527695109777,77.1195896541016,77.5127658132849,79.3593948986586,79.6971549620259
Euro area,EMU,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139925780,141598528,141079285,141163816,141953183,142162425,143176390,144171992,145381514,146915917,148072448,148466095,150520314,152675721,154130231,156180115,157712367,159299771,160814439,161256078,161440736,160971075,161972270,162351580,162637062,162974905,163904478,163938824
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,667246384,674972972,682938669,690962675,698905664,706609007,713341112,719879789,726161895,732317863,737948178,743607439,749815857,755867961,761701324,767332578,772838318,778094845,783298994,788525199,793937090,799215272,803972967,808524728,813281381,818146882,823155058,828213790,833315236,838462813,842848473,846178276,849656745,852762016,854723055,856352860,857652705,859112733,860236341,861380108,862304086,863615632,865196877,867457664,870030756,872661616,875343235,878465990,881965815,885591814,889016507,891098854,894679968,898881448,903123160,907426233,911686319,915545801
Europe & Central Asia,ECS,Land area (sq. km),AG.LND.TOTL.K2,..,27358487,27358467,27358477,27358477,27358467,27358457,27358447,27358437,27358437,27358427,27358417,27358417,27358417,27358387,27358267,27358187,27358167,27358167,27358137,27358057,27358037,27358027,27357987,27357998,27357998,27357998,27358008,27357998,27357008,27357008,27357118,27357358,27353648,27348828,27345838,27345507,27414846,27417320,27424102,27449142,27447710,27447013,27447536,27447585,27447511,27443227,27442936,27441499,27442318,27443736,27443604,27440287,27440616,27439366,27439368,27439638,27439638
Europe & Central Asia,ECS,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,861358.862808861,..,..,..,..,..,..,..,..,..,861358.862808861,..,..,..,..,..,..,..,..,..,861358.862808861,..,..,..,..,..,..,..
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,432947010007.711,460864022300.706,503852083982.788,555604245049.895,615289023870.258,669540845688.205,727388707054.508,782604916778.312,816214152205.952,896120529434.121,1007298182020.95,1135976909761,1361163298329.14,1728843366159.21,1953454371353.94,2282119724938.74,2372150621723.64,2688363368648.67,3281272548289.2,4014234831184.86,4546929132198.67,4046950962970.82,3899727284676.47,3783032786415.19,3635949213717.68,3762889063262.47,5135510032505.88,6345746947006.82,7064018437099.64,7220700049169.75,8833140051197.53,9114001502012.15,9774298588316.61,8982185404971.4,9394473010467.41,10836212729155,11063984417207.9,10498435686246.1,10758274973217.5,10635505698291.4,10019127726024.2,10116696797056.4,11067842298770.3,13481418913167.7,15714335260075.4,16740209757007.5,18121630393543.9,21176998535076.4,23242586105849.3,20444495734666.8,20919626535010.4,23180846811371.1,22343569115289.3,23352202041538.8,23658228163840.5,20373360511263.9,20280711671665.5,21438519189821.4
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,648.856285158543,682.788854396833,737.770618144318,804.101676041901,880.360620271433,947.540774396335,1019.69267552114,1087.13278069029,1124.01126777101,1223.6770051779,1364.99853519654,1527.656731472,1815.33010488086,2287.22932491011,2564.59364032029,2974.09466295166,3069.40089081303,3455.05870643401,4189.04220919911,5090.8136306559,5727.06476302634,5063.65569422054,4850.57016186524,4678.9326973005,4470.71493170908,4599.2830212393,6238.81246017428,7661.96726452336,8477.0062179682,8611.83100456687,10480.104472109,10770.7817141032,11503.8203908057,10533.0505304441,10991.2479317262,12653.9108296491,12900.3084263669,12220.0908949234,12506.1851731483,12347.0528277992,11619.0191936818,11714.3511791556,12792.2818412697,15541.2989851314,18061.8158055959,19182.9335106307,20702.3138683923,24106.7938612813,26353.1598510417,23085.6873465485,23531.2014684677,26013.7769309386,24973.8117700757,25979.1790046365,26196.0153517052,22451.8090510878,22245.2736747337,23416.1078194071
Europe & Central Asia,ECS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5050.5585000571,5020.87142144194,4867.06516203999,4711.64739502339,4599.55574111885,4645.72575766377,4691.91664591712,4701.29104896332,4742.58526509659,4811.76663657585,4940.30986223073,5030.24712760135,5076.23783397419,5190.13956958905,5296.82207271126,5376.09026983584,5491.79145291288,5550.24912794688,5582.11904785759,5293.65436987948,5527.05051244873,5488.50731387379,5520.44996871334,5458.66761043863,5372.26771330456,..,..,..
Europe & Central Asia,ECS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.951302778829,80.3897816692193,80.4589640023209,79.7815962975945,79.3980071685992,79.0796008113387,78.8236313100857,78.9868420515003,79.0529699433697,79.2845780947133,79.5542597153814,79.8690487269229,79.9849341657045,80.0160748077991,80.0644917562069,80.4177514749817,80.713055278862,81.0711997022683,81.6858445842201,81.5589467307939,81.5443730618702,81.6816065390564,81.6676669265482,82.094051808751,82.3342910803364,82.3702981770505,82.2313626720071
Europe & Central Asia,ECS,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,1031223571486.51,1164130501537.16,1395009475655.52,1774472963831.23,2003824752233.43,2344581017686.83,2436490252319.5,2750272529951.74,3372005312043.2,4108075516600.9,4642843473967.08,4119495735275.78,3960757398705.65,3845274903770.25,3697522398954.23,3821958551453.78,5218972121781.36,6450646084107.12,7185215350740.22,7261957033695.2,8860419927351.58,9124607237382.46,9794837260022.95,8999957448568.13,9423254330850.26,10776719033970.6,11002579469121.8,10450895280275.7,10730854926763.3,10617504387175.8,10016063636726.8,10097870548827.9,11027509717120.1,13467602822470.1,15749454145944.4,16796378048634.6,18160046707962,21138042340669.4,23050048857501,20383474443152.7,20928974775727.3,23145946564166.2,22278556310222.5,23268343581430.1,23537141521116.3,20236797201584.5,20161240537307.9,21376802356872.2
Europe & Central Asia,ECS,"International migrant stock, total",SM.POP.TOTL,13362297,..,..,..,..,15548394,..,..,..,..,16671090,..,..,..,..,17408604,..,..,..,..,19024605,..,..,..,..,20105272,..,..,..,..,58408632,..,..,..,..,61316132,..,..,..,..,64005283,..,..,..,..,71714401,..,..,..,..,79845132,..,..,..,..,85288550,..,..
Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0480492440070318,..,0.26232390929718,0.317819655408405,0.564258173870848,1.02293709571416,1.84103642334043,3.3542494489491,5.42938449244216,9.22518628431964,13.1584001944966,16.3866757448439,23.0023040807327,28.3003467241485,32.2831278187646,35.146675579032,38.0153450373469,43.6161686680021,47.3184365064432,50.5406202463433,56.0940254829957,58.8102807631218,63.6031494060545,66.3236811592215,68.9972078865969,70.1069195672479,72.941770027028,76.6072917572354
Europe & Central Asia,ECS,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,389335133,391663941,391878850,389234006,389411970,389486860,389458542,388947010,389859464,396157256,397686380,397276632,399949606,402243420,405035593,409344298,412276399,416119683,420245392,422621540,424917162,426741184,429202886,431553879,433287761,435703589,438422120,438656366
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,274947938,279245314,283559690,287888914,292203393,296453822,300043201,303700772,307272189,310775240,314288628,317799890,321305116,324789807,328292612,331816171,335494688,339114223,342694227,346252401,349906056,353625804,357167765,360691752,364461750,368248384,372008350,375756651,379389656,382860353,385427446,387397109,389011005,390265543,390918548,391384579,391791161,392200932,392498014,392517924,392657969,392446165,392134307,392280391,392625999,393027492,393571334,394257705,395304586,397043992,399053204,401241932,403439691,405871230,408271623,410770813,413234935,415546194
Europe & Central Asia (excluding high income),ECA,Land area (sq. km),AG.LND.TOTL.K2,..,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22638214,22638214,22638324,22638524,22634834,22630024,22627044,22626654,22627344,22629919,22636742,22629562,22628661,22627485,22627599,22627899,22627977,22624344,22623996,22623124,22623139,22623203,22623335,22623195,22623226,22622066,22622062,22622066,22622066
Europe & Central Asia (excluding high income),ECA,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,306135.406946,..,..,..,..,..,..,..,..,..,306135.406946,..,..,..,..,..,..,..,..,..,306135.406946,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,877667171602.84,932768827632.581,900663553377.569,828609880234.952,814105160839.003,706722552636.16,754548338881.156,764174427988.43,796313640019.477,746431102636.823,627047960915.242,698279752722.012,693714052423.484,793468314741.556,1002764530620.69,1325888721435.9,1680858731465.82,2063714278276.57,2671612808963.56,3307274731062.51,2597734250240.2,3095275242983.7,3828649600563.84,4054552441559.32,4311458738453.9,4021783448232.2,3074852612469.76,2943297166689.13,3300500740186.92
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2292.39503313847,2420.08927312504,2324.91036317354,2130.04225994828,2086.02879613946,1807.85116554807,1927.89491300105,1950.46367569387,2030.37161579075,1901.74491592924,1597.50147082517,1778.34096809585,1767.6667892104,2023.46058627703,2556.24434365542,3376.97637143969,4276.69505487371,5243.55840986267,6776.31096382394,8366.39606063792,6542.68620752786,7756.54777848545,9541.99772062667,10049.9592182152,10622.7256818718,9850.75430587103,7485.56741413309,7122.57584584211,7942.56038881424
Europe & Central Asia (excluding high income),ECA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4527.68224523125,4387.28521884284,4073.11824525883,3776.80515683065,3468.47479723032,3413.56896570667,3344.33883443573,3273.83127605939,3223.20725431378,3250.36075939454,3349.48574901804,3392.09920357652,3414.08793497175,3538.07449492622,3638.81118263721,3729.84849619629,3915.84667596751,4029.30362515046,4102.12797278299,3883.62254830442,4094.97275957218,4194.24508204192,4261.13255177959,4224.39156379722,4253.04111816755,..,..,..
Europe & Central Asia (excluding high income),ECA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.8215031114877,79.0936511384056,79.2995474674456,78.0209345995764,76.8775229263091,75.8512890955813,74.599081203971,74.3884863222921,74.1575595380231,74.2674980348234,74.7203829765703,75.221238396202,75.5393084558311,75.7840936509822,75.6005211979224,76.218354574637,76.6265579113508,77.062115910649,78.5345183623109,78.5485142884894,78.4372543645526,78.7750338726038,78.6199098209765,79.4881031605464,79.750931808033,79.6194528190125,79.2872415394849
Europe & Central Asia (excluding high income),ECA,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,911133231984.046,880956515028.453,934035009707.667,901735569537.651,825211998415.251,811071343997.928,706356901492.925,751954716128.318,755908090377.583,782351271928.924,730098366508.88,613880507220.408,684364311185.417,681322562960.097,779396578028.133,979567816809.495,1300131678916.94,1646014403070.35,2010745695426.05,2608288346300.69,3219954122125.99,2527039637841.69,3012527318414.9,3718628191535.48,3940814185362.85,4185194429903.79,3914369413307.91,3005107346949.14,2873812174784.81,3224394027586.3
Europe & Central Asia (excluding high income),ECA,"International migrant stock, total",SM.POP.TOTL,1347709,..,..,..,..,1328285,..,..,..,..,735465,..,..,..,..,461893,..,..,..,..,1066937,..,..,..,..,1187183,..,..,..,..,29836824,..,..,..,..,29125371,..,..,..,..,27780057,..,..,..,..,26818942,..,..,..,..,25929753,..,..,..,..,28128832,..,..
Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0.00909400675457957,0.0374871266834739,0.0888167454807599,0.188341324814975,0.360875049444184,0.675521453404852,1.10323627343981,1.96855920057324,2.87540821312472,5.00690729257919,7.2916811246604,10.6954208362579,12.4163704572817,14.9578940838298,20.3173862143743,23.8289996753424,27.3983889077386,35.5751350029016,40.5178518380297,48.79947462429,52.7532547605849,56.8437708841667,58.8567987373081,62.4431550261505,71.5715463537115
Europe & Central Asia (excluding high income),ECA,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177440204,178159444,178994536,176663191,176478378,176485081,175502107,173966597,173459169,177791326,177857206,176762930,177158787,176995162,177997713,179248413,180252684,182100246,183793867,185170292,186900458,188869082,189663681,191092070,191784264,193380215,194518812,194555129
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,308725388,313380986,318070294,322832322,327602523,332185772,336037201,340026927,343930844,347710540,351363928,355018390,358817766,362625007,366468511,370345370,374380988,378335273,382215827,386070618,390068206,394132391,398033246,401922560,406045884,410151269,414186469,418164696,421971143,425588882,428318228,430153302,431844672,433366951,434111200,434648577,434909531,435422592,435662495,435732195,435342598,435134241,434804671,434924961,435247221,435634937,436152601,436814265,437864853,439624673,441513779,443585809,445770413,448167115,450521747,452960829,455379371,457647735
